,Flipkart_tweets
2768,"Hey Flipkart can you help here
I have ordered 2 sanetizer spray and what i recieved see in picture
I have opened de… https://t.co/HF899ofDPA"
2769,when we ask for Claim they either reject it or they try to close the ticket as early as possible &amp; when u try new t… https://t.co/Vx3f24JbOc
2770,No more unnecessary spending! Together let's wash away all your worries. Shop with us at Flipkart Anniversary Days… https://t.co/8kfwEj5F7j
2771,https://t.co/3IIFVBE05o https://t.co/3IIFVBE05o Covid-19: India records more than 3 lakh daily cases for second day… https://t.co/M6sbF3828J
2772,Never order from @Flipkart they send used products and their customer service is terrible. #hate https://t.co/8PPajXddvO
2773,"I am a seller on flipkart
I havnt received 26 Orders which are return order
One item average cost is 5000
5000×26=1… https://t.co/huGmNGTVbl"
2774,"Getting Scratch Card Multiple Times (Do Only If Banner Shows While Recharge)

BUY NOW... ☝️☝️☝️… https://t.co/JIRuMcQPei"
2775,#flipkart amazon indirectly buy Flipkart https://t.co/V7G2IyJCO7
2776,"Hello Folk.....As Covid is Raising day by day. As a precautionary measure, I have ordered a steamer that I can take… https://t.co/a2aP8w4H2v"
2777,"Oppo A53s 5G launching in India on 27th April 2021...

-6.5"" 720p display, 480 nits(peak brightness)
-186g
-Mediate… https://t.co/QNlHVfbOQH"
2778,#Cooking with #MustardOil – it’s so easy to get your regular monthly stock. #PMarkMustardOil is available on leadin… https://t.co/RN2UnNPYqc
2779,Recko appoints Flipkart veteran Shankar Manian as Sr. Director of Engineering Link 👉  https://t.co/0ITyXko5iD
2780,"waiting waiting waiting.....Worst experience ever...i want refund
@flipkartsupport 
@Flipkart 
@FlipkartStories https://t.co/nkbDbSHSC6"
2781,"Flipkart guy had come assemble furniture. When we tipped him he said, ""company ko matt batana"". Why are organisatio… https://t.co/Il55iogXvV"
2782,Ecommerce companies step up hiring to meet staff shortage #Amazon #Hiring #BigBasket #Flipkart #Ecommerce #Delivery… https://t.co/gHHGrqEBZC
2783,Ecommerce companies step up hiring to meet staff shortage #Amazon #Hiring #BigBasket #Flipkart #Ecommerce #Delivery… https://t.co/xLtAeCSxKT
2784,"Grab a DOT SHOT every time you drink to detoxify your liver. #StayHangoverFree.

To place your order on Amazon:… https://t.co/tQoFlNotSX"
2785,Will @Flipkart take care of @Cleartrip refunds now? After this merger @_Kalyan_K and @hrushb can pls look into the… https://t.co/u6v2Mcb45Z
2786,"#flipkart #bigsavingdays  coming up

#hdfc 10% off https://t.co/HljgsMJob4"
2787,"OPPO A53s 5G is yet another budget 5G Smartphone is on its way...

4+64GB with #Snapdragon480

#DroidAsia… https://t.co/hkVPJGdgwP"
2788,Hey @Flipkart @flipkartsupport   11 days old Nokia laptop has developed keyboard problem and no one from your suppo… https://t.co/ZkzCtpwcbW
2789,What kind of pathetic service @Flipkart provide. You are taking 17 days for collect the item which you have sent wr… https://t.co/QB8ClK9sRE
2790,"The #MiQLEDTV75 will be launched on 27th April 2021 at Rs.1,19,999. 

You can get it on https://t.co/D3b3QtmvaT,… https://t.co/6zfoClihbh"
2791,"Will @Flipkart
be able to discipline @Cleartrip
cust support desk? Been chasing them for refunds for 4 months. To t… https://t.co/fPgLQQO6ZX"
2792,"Lenovo Ideapad S145 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) at ₹36,490

https://t.co/4BJKbLFpdm

Extra… https://t.co/1fE1FY0Quc"
2793,I am going to stop all the future purchase from @Flipkart @myntra @MyntraSupport @Ekart because they are not willin… https://t.co/DiwbgMjqkO
2794,"Mi QLED TV 75 INCH - ₹1,19,999 /- price 
First sale 27th 12 Noon  In Flipkart 
. 

. 
#kannadatechinfo… https://t.co/657KOS7KiS"
2795,"Poorest service by @Flipkart 
I raised a complain on 10th April and still I haven't got any resolution today being… https://t.co/jLu4JMZkR4"
2796,"On the occasion of #WorldBookDay2021, urge u 2 nurture reading habits of self, children,family as well as those in… https://t.co/RgLrVHx4Zs"
2797,"Rs 1,19,000 INR in India.. #
Sale 27th April. @Flipkart https://t.co/4nUrEgfck7"
2798,"Nokia 5.4 to Go on Sale Today via Flipkart and https://t.co/6ERqOOWCAR, Nokia Power Earbuds Lite Now Available - Ga… https://t.co/V6sEKCppXu"
2799,Dear @Flipkart @FlipkartSellers @FlipkartStories @forum_consumer @ConsumerReports what's inside the bottle that it'… https://t.co/jSO3SJKA8D
2800,"Easy Clean Carpet Stains / Marks on Amazon/Flipkart 

#Bangalore #Chennai #Mumbai #Delhi #Pune #Kolkata  #Hyderabad… https://t.co/PS3No5GiXS"
2801,Purchased these books from @Flipkart. The product was Flipkart assured. But why there are underlines in a new book?… https://t.co/zizSe6dVpF
2802,"Easy Clean Carpet Stains / Marks on Amazon/Flipkart 

#Bangalore #Chennai #Mumbai #Delhi #Pune #Kolkata  #Hyderabad… https://t.co/v2QcStzcfG"
2803,"I am flight ticket book through flipkart travel on dtd 13/04/2020 this ticket automatic cancel covid 19 period,I co… https://t.co/W9uR9Vlv8o"
2804,"OPPO A53s with a Dimensity 700 processor will launch in India on 27th April 2021.

Cheapest 5G phone so far in Indi… https://t.co/jZFNLklBzu"
2805,Flipkart Has Now Started A New Type Of Quiz 'Flipkart Fake Or Not' Where Users Can Play Flipkart Fake Or Not Video… https://t.co/oI6YtiHKMq
2806,"I online orders two different product @Flipkart but both product smell are same and duplicate , they are making dra… https://t.co/cI5z9vcnNG"
2807,It is already 4-5 days delayed and still i have to be patients can't get this why you guys need xtra 3-4 days for d… https://t.co/JqPxOhnFfe
2808,"[Upcoming] Flipkart Big Saving Days | 2nd - 7th May | 10% OFF with HDFC Cards &amp; EMI

Early Access for Plus Members… https://t.co/TZvZ6qubPo"
2809,"🎁 [Big Sale Next Month] Flipkart Big Saving Days

Sale starts on 1st May, 12AM for Plus Members (2nd-7th May for Ot… https://t.co/zVJACJdtXV"
2810,"According to Flipkart oximeter is not an essential product. So they won't deliver it.
Order id: OD12157479531368200… https://t.co/QkQNx2TQQV"
2811,Realme Narzo 30 series product page goes live Exclusively on Flipkart https://t.co/3VOAfhkYEO
2812,"Order id:OD121551438516081000
Total written price on products is about 500 and u have taken 1000 and not registerin… https://t.co/1WIOti0cXT"
2813,Dear @Flipkart just reminding u my order which had delivery date of 22april is not yet out for delivery. How long w… https://t.co/wULTilcvVT
2814,"Marble stains Remover on Amazon/Flipkart 

#India #Karnataka #Tamilnadu #Telangana #Maharashtra #Delhi #Gujarat… https://t.co/lnocX4tQUN"
2815,"#Acer predator Helios 300 laptop 

RTX 3060:https://t.co/8mxowt9R3d -₹1.17lac

RTX 2060 : https://t.co/5XqZ8uH7oU -… https://t.co/2uXyxHZ4CN"
2816,Ecommerce companies step up hiring to meet staff shortage #Amazon #Hiring #BigBasket #Flipkart #Ecommerce #Delivery… https://t.co/S01uSOw4zZ
2817,Ecommerce companies step up hiring to meet staff shortage #Amazon #Hiring #BigBasket #Flipkart #Ecommerce #Delivery… https://t.co/KXRbl3qaX7
2818,"Order OD121568906944446000
The refund of Rs 31596.0 for your order has been completed by the seller and should have… https://t.co/lsHsgJnO7N"
2819,"The 8.5mm Super Slim &amp; 185gm Superlight #realme8 5G in your hand is the thinnest 5G smartphone in the segment! 
You… https://t.co/KhGrXcpC7d"
2820,"Sansui 1.5 ton 5 star tripple inverter AC @28740 only 👍

Click &amp; Win Extra Rs 1000 Off On Selected AC's :… https://t.co/2B0ZGlytZP"
2821,PGP Co 2014's @ShrijitVenkate1 cofounded @health_cora - a Bengaluru-based health and wellness startup - in May 2020… https://t.co/DkpbjrUSFC
2822,still no reply😡😡😡😡😡😡😡😡😡😡😡 @flipkartsupport @Flipkart
2823,"#routemobile can give 10x in 10 years!! Invest only for the long-term.

Client list that includes Google, Facebook,… https://t.co/JSFszRldxh"
2824,"*Dr Trust Signature Series Finger Tip Pulse Oximeter With Audio Visual Alarm at 2999*

Flipkart selling at 4000… https://t.co/XXQFwcbhpy"
2825,Today is Saint George's Day. The Flag of England is derived from Saint George's Cross. Know more about it. Excerpt… https://t.co/kCqxWybcDv
2826,"Hey @PanasonicIndia, where I can get ""Tab 8 HD"" in Pune? 

@amazonIN @Flipkart 

#PanasonicIndia #PanasonicTab8HD"
2827,"Only for Canada
#amazon #amazonprime #amazondeals #kindle #amazonfinds #love #ebay #spotify #instagram #itunes #usa… https://t.co/QoXyj5CbFY"
2828,"Water Marks Stains Remover on Amazon/Flipkart  

#Pallakad #Secunderabad #Allahabad  #Mysore #Indore… https://t.co/E7yXdsExyf"
2829,"I bough a pair of crocs from Flipkart 
They sold second copy products through online 
@Crocs 
Please check Flipkart… https://t.co/HsvqfEiksO"
2830,"What i ordered vs what i got ......
Itni famous company @Flipkart aur itni giri hui harkat .... 
How can u be so sh… https://t.co/FOwCyvHL4Q"
2831,"23rd April #Flipkart Video Quiz All Answers win Assured rewards

Read more at: https://t.co/q1031WD4rY
#FForFree  #supremecourtofindia"
2832,"On #WorldBookDay, get to know ""India's biggest cover-up"". The book that inspired hit @altbalaji series ""Bose: Dead/… https://t.co/bvVyb8TI5R"
2833,I have Purchased Marq By Flipkart laptop worth 34990rs in June 2020 . But now the laptop is not working. I register… https://t.co/R48tiWHRZQ
2834,Mitvana Face Scrubbers with the goodness of Apricot and Walnut helps to remove face dead skin. Deeply cleanse the s… https://t.co/s6HMTSZvRG
2835,"So here's how @Flipkart scam people now. Order something, they wont deliver, make you wait for 17 days and then can… https://t.co/1dmi71NB3O"
2836,"Flipkart Cooling Days Sale  ( 21 - 26 April )

Biggest Deals on TOP Brands + Bank Offer (10% Off On CITI Bank Cards… https://t.co/TQChjcjY59"
2837,"Order delayed !!!!!
@Flipkart @flipkartsupport https://t.co/AbHRJNg1qs"
2838,"#BoycottFlipkart #unethicalFlipkart
Flipkart is cheating clients with fake offers, not delivering products as per c… https://t.co/t2jWtkdwoP"
2839,"My complaint against Flipkart complete protection plan is not resolved,how many times I messaged you against my issue, what happened to it"
2840,"✅ Flipkart: The Grand Kitchen Sale From 22nd - 25th April 
🔴 10% Instant Discount On HDFC Bank Cards &amp; EMI transact… https://t.co/EtnFBl6pNg"
2841,16 oximeters still left for people anywhere in India that has Amazon and Flipkart delivery to it. Dm Raghunath Ji i… https://t.co/9vnzUaWSZH
2842,"Tried booking some products in Amazon. Realized they are not delivering to my place from today 
Switched to Flipkar… https://t.co/JHFDNkuRrf"
2843,IGS Face shield Pack of 50 Face Mask High-Quality Complete Cover Face Full Protection Fits For All Reusable Mask Fo… https://t.co/59VuC9EQ3L
2844,"One of the best book I bet u won't regret reading
https://t.co/s9x8FBo0sU

#books #WorldBookDay #WorldBookDay2021 #bookday #India"
2845,Ordered oximeter from @Flipkart @flipkartsupport delivery was due yesterday and today they cancelled the order as p… https://t.co/tYX3hy2ync
2846,"Get India’s most affordable SnapdragonTM 732G Processor, 120Hz Display &amp; more in the all-new #motog40fusion. The pr… https://t.co/RCJOU1MehB"
2847,"Hard Water stains Remover on Amazon/Flipkart 

#Bhopal #Kanpur #Tiruppur #Amritsar #Kozhikode #Warangal #Udaipur… https://t.co/XUcCrFZKWy"
2848,"Try your luck on 05.05.2021
Cashback, Offers &amp; Features like flipkart amazon

*For More Details*
Ph / WP: 768596759… https://t.co/pdKCrLpY20"
2849,"KIRAN's White &amp; Red Book of NCERT MCQs Class VI to XII, 3450+ Chapterwise Compilation of Objective Questions for UP… https://t.co/53wka8fehY"
2850,No proper solution given by flipkart this is how we middle class people lose our hard earn money just lost 2000 buc… https://t.co/U0LTgt75Pt
2851,Very irritating and bad experience shopping from flipkart the price got reduced by 2000 in one day now no refund av… https://t.co/Ni8gdr3l2R
2852,"#Flipkart 

That's for cheat us...

U canceled my order as mask price is increased...

Cheap company cheap thinking… https://t.co/8BCb1Yk6Bc"
2853,"109 F Women's Tops upto 87% off starting From Rs.314 @ Flipkart
https://t.co/2Dib4K3iI4"
2854,External HDD 1TB 50% off  https://t.co/Zv4fCKO89B #Asp  #php #Sql #mysql  #opengl #Java #javascript #html… https://t.co/B2eOrROB8k
2855,External HDD 1TB 50% off  https://t.co/Zv4fCKO89B  #DataMigration #startup #marketing #seo #crowdfunding #Indiegogo… https://t.co/XBFXDGnpOw
2856,External HDD 1TB 50% off  https://t.co/bnWsBIJ1Y0 #NPTEL #swayam #IIT #IISc #Exams #creativecoding… https://t.co/nDXVGRDIbe
2857,"#WorldBookDay pick up a book from an unknown author today. Make the unknown also known.
All on Amazon &amp; Flipkart. G… https://t.co/oK699zrUlP"
2858,"Hey,
Please have a look this harrasment done by Flipkart These guys took my product and money also and blocked my F… https://t.co/nu2rGBseHe"
2859,Do you guys even reply or see what customers keep on shouting @flipkartsupport @Flipkart https://t.co/4xDzpCbF1L https://t.co/77ZgeMuW5E
2860,I am Student.i ordered a product in  @Flipkart  worth 1044/- by using @amazonpay upi.The transaction was successful… https://t.co/BuI8fzncpB
2861,In this Covid-19 situation everyone is playing with us and our family @Flipkart I ordered N95 Masks. And they send… https://t.co/3jecsk4RNe
2862,"With the Powerful 5G Phone For Everyone, it’s time for the #realme8 5G with India’s first ever MediaTek Dimensity 7… https://t.co/AxFn7pRcE3"
2863,Make your work from home sessions easier and convenient with Intex's wireless headphones- Jogger B that come with o… https://t.co/PMkFeNhgVE
2864,"Final chance to indulge in a rich listening experience with your favourite pair of buds! 
Get them at the… https://t.co/PyRnjYgl69"
2865,"Flipkart delivers where Amazon can't.
Thank you @Flipkart"
2866,"Flipkart: boAt Xplorer Smartwatch (Black Strap, Regular)

Offer Price: 2999  [62% off] 

Buy Now: https://t.co/VsvK57KRP2

Live @ 12 pm"
2867,"Flipkart Biggest Deals on Smartphones 22nd to 25th April
https://t.co/hky3SE2FZ2"
2868,OD121528957790448000 @Flipkart i have been tired of placing return request 3-4 times your concern team doesn't call… https://t.co/4ASmzBrAel
2869,"APPLE MacBook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) at ₹85,650

₹7250 Off On HDFC Credit Card 
Flipkart:-… https://t.co/mxVYzbxbhy"
2870,Flipkart is charging delivery fees even for an item which costs more than Rs.13000.  Why is it so @Flipkart… https://t.co/PrlKFOQ02f
2871,"Flipkart Video Answers 23rd April

▶️ Fake or Not Fake : 
Fake, Fake, Not Fake

▶️ FYI : Mithun Chakraborty, 3, The… https://t.co/Nx3ilsvPQW"
2872,"Samsung Galaxy F12 First Sale in India Today via Flipkart, Galaxy F02s Also Available: Price, Specifications, Offers https://t.co/87J7iYdjhR"
2873,"Flipkart, Amazon Sale On Mobiles: Check Latest Offers On Smartphones https://t.co/8pNlr46DmY"
2874,"From a Grain of Sand to a Pearl, Explore the Journey in the #bumchums Loungers.
Shop @ https://t.co/EUtOLre7u7
Also… https://t.co/eGITBjUU3l"
2875,"Shop MAXX TRUNK @ https://t.co/p7ngzBXrAa
And @amazonIN : https://t.co/WgKGBqodEf
Also @Flipkart :… https://t.co/C8Pq2WcV01"
2876,"Never Compromise on Your Style &amp; Comfort.
Always look for The Best, look for Frontline.
Shop COLOUR Vest @… https://t.co/dPH0gTrlSE"
2877,Kamiliant by American Tourister Hard Body TRIPRISM SPINNER Set of 3 Luggage for Rs.5099 @ Flipkart -… https://t.co/JvrBzjtU7f
2878,Ecommerce companies step up hiring to meet staff shortage #Amazon #Hiring #BigBasket #Flipkart #Ecommerce #Delivery… https://t.co/YAlrCW3pfs
2879,"This #WorldBookDay, I'm going LIVE with renowned journalist @rohitgandhi_ in association with @Flipkart on Instagra… https://t.co/lwKMU19RZW"
